timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1776964211117,9,Home,200,,Thread-Gruppe 1-4,text,true,,9118,148,4,4,http://localhost:8080/tools.descartes.teastore.webui/,9,0,1
1776964212075,66,Look at Product,200,,Thread-Gruppe 1-2,text,true,,91022,758,4,4,http://localhost:8080/tools.descartes.teastore.webui/product?id=22,65,0,0
1776964212164,15,List Products with different page,200,,Thread-Gruppe 1-1,text,true,,152109,896,4,4,http://localhost:8080/tools.descartes.teastore.webui/category?category=4&page=1,14,0,0
1776964212876,33,List Products,200,,Thread-Gruppe 1-3,text,true,,112874,729,5,5,http://localhost:8080/tools.descartes.teastore.webui/category?category=6&page=1,33,0,0
1776964213156,36,Login,200,,Thread-Gruppe 1-4,text,true,,10449,1023,5,5,http://localhost:8080/tools.descartes.teastore.webui/,25,0,0
1776964213156,25,Login-0,302,,Thread-Gruppe 1-4,,true,,804,276,5,5,http://localhost:8080/tools.descartes.teastore.webui/loginAction,25,0,0
1776964213182,10,Login-1,200,,Thread-Gruppe 1-4,text,true,,9645,747,5,5,http://localhost:8080/tools.descartes.teastore.webui/,10,0,0
1776964213635,50,Add Product 2 to Cart,200,,Thread-Gruppe 1-1,text,true,,29415,1982,5,5,http://localhost:8080/tools.descartes.teastore.webui/cart,19,0,0
1776964213635,19,Add Product 2 to Cart-0,302,,Thread-Gruppe 1-1,,true,,1050,989,5,5,http://localhost:8080/tools.descartes.teastore.webui/cartAction,19,0,0
1776964213655,30,Add Product 2 to Cart-1,200,,Thread-Gruppe 1-1,text,true,,28365,993,5,5,http://localhost:8080/tools.descartes.teastore.webui/cart,30,0,0
1776964214195,15,Home,200,,Thread-Gruppe 1-5,text,true,,9118,148,5,5,http://localhost:8080/tools.descartes.teastore.webui/,15,0,1
1776964214242,44,Add Product to Cart,200,,Thread-Gruppe 1-2,text,true,,25632,1737,5,5,http://localhost:8080/tools.descartes.teastore.webui/cart,11,0,0
1776964214242,11,Add Product to Cart-0,302,,Thread-Gruppe 1-2,,true,,931,863,5,5,http://localhost:8080/tools.descartes.teastore.webui/cartAction,11,0,0
1776964214254,32,Add Product to Cart-1,200,,Thread-Gruppe 1-2,text,true,,24701,874,5,5,http://localhost:8080/tools.descartes.teastore.webui/cart,31,0,0
1776964214599,15,List Products,200,,Thread-Gruppe 1-4,text,true,,152087,773,5,5,http://localhost:8080/tools.descartes.teastore.webui/category?category=4&page=1,14,0,0
1776964215179,41,Look at Product,200,,Thread-Gruppe 1-3,text,true,,98061,717,5,5,http://localhost:8080/tools.descartes.teastore.webui/product?id=419,40,0,0
1776964215885,29,Login,200,,Thread-Gruppe 1-5,text,true,,10449,1023,6,6,http://localhost:8080/tools.descartes.teastore.webui/,20,0,0
1776964215885,20,Login-0,302,,Thread-Gruppe 1-5,,true,,804,276,6,6,http://localhost:8080/tools.descartes.teastore.webui/loginAction,20,0,0
1776964215906,8,Login-1,200,,Thread-Gruppe 1-5,text,true,,9645,747,6,6,http://localhost:8080/tools.descartes.teastore.webui/,8,0,0
1776964215999,26,List Products with different page,200,,Thread-Gruppe 1-2,text,true,,98541,896,6,6,http://localhost:8080/tools.descartes.teastore.webui/category?category=2&page=1,25,0,0
1776964216244,35,Logout,200,,Thread-Gruppe 1-1,text,true,,10823,1774,6,6,http://localhost:8080/tools.descartes.teastore.webui/,19,0,0
1776964216244,19,Logout-0,302,,Thread-Gruppe 1-1,,true,,1392,1038,6,6,http://localhost:8080/tools.descartes.teastore.webui/loginAction,19,0,0
1776964216265,14,Logout-1,200,,Thread-Gruppe 1-1,text,true,,9431,736,6,6,http://localhost:8080/tools.descartes.teastore.webui/,14,0,0
1776964216580,26,Home,200,,Thread-Gruppe 1-6,text,true,,9118,148,6,6,http://localhost:8080/tools.descartes.teastore.webui/,26,0,1
1776964216914,44,Look at Product,200,,Thread-Gruppe 1-4,text,true,,139463,761,6,6,http://localhost:8080/tools.descartes.teastore.webui/product?id=213,44,0,0
1776964217355,27,List Products,200,,Thread-Gruppe 1-5,text,true,,112874,731,6,6,http://localhost:8080/tools.descartes.teastore.webui/category?category=6&page=1,26,0,0
1776964217724,44,Add Product to Cart,200,,Thread-Gruppe 1-3,text,true,,26980,1697,6,6,http://localhost:8080/tools.descartes.teastore.webui/cart,8,0,0
1776964217724,8,Add Product to Cart-0,302,,Thread-Gruppe 1-3,,true,,932,822,6,6,http://localhost:8080/tools.descartes.teastore.webui/cartAction,8,0,0
1776964217733,35,Add Product to Cart-1,200,,Thread-Gruppe 1-3,text,true,,26048,875,6,6,http://localhost:8080/tools.descartes.teastore.webui/cart,34,0,0
1776964218058,20,Home,200,,Thread-Gruppe 1-1,text,true,,9118,148,6,6,http://localhost:8080/tools.descartes.teastore.webui/,19,0,0
1776964218115,44,Add Product 2 to Cart,200,,Thread-Gruppe 1-2,text,true,,26330,1980,6,6,http://localhost:8080/tools.descartes.teastore.webui/cart,11,0,0
1776964218115,11,Add Product 2 to Cart-0,302,,Thread-Gruppe 1-2,,true,,1049,988,6,6,http://localhost:8080/tools.descartes.teastore.webui/cartAction,11,0,0
1776964218126,33,Add Product 2 to Cart-1,200,,Thread-Gruppe 1-2,text,true,,25281,992,6,6,http://localhost:8080/tools.descartes.teastore.webui/cart,33,0,0
1776964218616,59,Look at Product,200,,Thread-Gruppe 1-5,text,true,,103307,719,7,7,http://localhost:8080/tools.descartes.teastore.webui/product?id=415,59,0,0
1776964218640,40,Login,200,,Thread-Gruppe 1-6,text,true,,10447,1021,7,7,http://localhost:8080/tools.descartes.teastore.webui/,27,0,0
1776964218640,27,Login-0,302,,Thread-Gruppe 1-6,,true,,802,276,7,7,http://localhost:8080/tools.descartes.teastore.webui/loginAction,27,0,0
1776964218668,12,Login-1,200,,Thread-Gruppe 1-6,text,true,,9645,745,7,7,http://localhost:8080/tools.descartes.teastore.webui/,12,0,0
1776964219201,28,List Products with different page,200,,Thread-Gruppe 1-3,text,true,,111044,897,7,7,http://localhost:8080/tools.descartes.teastore.webui/category?category=6&page=4,27,0,0
1776964219303,21,Login,200,,Thread-Gruppe 1-1,text,true,,10449,1023,7,7,http://localhost:8080/tools.descartes.teastore.webui/,12,0,0
1776964219303,12,Login-0,302,,Thread-Gruppe 1-1,,true,,804,276,7,7,http://localhost:8080/tools.descartes.teastore.webui/loginAction,12,0,0
1776964219315,9,Login-1,200,,Thread-Gruppe 1-1,text,true,,9645,747,7,7,http://localhost:8080/tools.descartes.teastore.webui/,9,0,0
1776964219708,21,Home,200,,Thread-Gruppe 1-7,text,true,,9118,148,7,7,http://localhost:8080/tools.descartes.teastore.webui/,21,0,1
1776964219920,126,Add Product to Cart,200,,Thread-Gruppe 1-4,text,true,,25897,1743,7,7,http://localhost:8080/tools.descartes.teastore.webui/cart,94,0,0
1776964219920,94,Add Product to Cart-0,302,,Thread-Gruppe 1-4,,true,,934,866,7,7,http://localhost:8080/tools.descartes.teastore.webui/cartAction,94,0,0
1776964220015,31,Add Product to Cart-1,200,,Thread-Gruppe 1-4,text,true,,24963,877,7,7,http://localhost:8080/tools.descartes.teastore.webui/cart,31,0,0
1776964220046,81,Add Product to Cart,200,,Thread-Gruppe 1-5,text,true,,27938,1702,7,7,http://localhost:8080/tools.descartes.teastore.webui/cart,14,0,0
1776964220046,14,Add Product to Cart-0,302,,Thread-Gruppe 1-5,,true,,935,824,7,7,http://localhost:8080/tools.descartes.teastore.webui/cartAction,14,0,0
1776964220061,66,Add Product to Cart-1,200,,Thread-Gruppe 1-5,text,true,,27003,878,7,7,http://localhost:8080/tools.descartes.teastore.webui/cart,66,0,0
1776964220545,31,Logout,200,,Thread-Gruppe 1-2,text,true,,10823,1826,7,7,http://localhost:8080/tools.descartes.teastore.webui/,14,0,0
1776964220545,14,Logout-0,302,,Thread-Gruppe 1-2,,true,,1392,1090,7,7,http://localhost:8080/tools.descartes.teastore.webui/loginAction,14,0,0
1776964220559,17,Logout-1,200,,Thread-Gruppe 1-2,text,true,,9431,736,7,7,http://localhost:8080/tools.descartes.teastore.webui/,17,0,0
1776964221291,33,List Products,200,,Thread-Gruppe 1-6,text,true,,98521,771,7,7,http://localhost:8080/tools.descartes.teastore.webui/category?category=2&page=1,33,0,0
1776964221833,21,List Products with different page,200,,Thread-Gruppe 1-4,text,true,,152109,899,8,8,http://localhost:8080/tools.descartes.teastore.webui/category?category=4&page=1,20,0,0
1776964221924,17,List Products,200,,Thread-Gruppe 1-1,text,true,,124483,773,8,8,http://localhost:8080/tools.descartes.teastore.webui/category?category=5&page=1,17,0,0
1776964221983,42,Add Product 2 to Cart,200,,Thread-Gruppe 1-3,text,true,,27674,1982,8,8,http://localhost:8080/tools.descartes.teastore.webui/cart,10,0,0
1776964221983,10,Add Product 2 to Cart-0,302,,Thread-Gruppe 1-3,,true,,1049,990,8,8,http://localhost:8080/tools.descartes.teastore.webui/cartAction,10,0,0
1776964221994,31,Add Product 2 to Cart-1,200,,Thread-Gruppe 1-3,text,true,,26625,992,8,8,http://localhost:8080/tools.descartes.teastore.webui/cart,31,0,0
1776964222445,36,Login,200,,Thread-Gruppe 1-7,text,true,,10448,1022,8,8,http://localhost:8080/tools.descartes.teastore.webui/,25,0,0
1776964222445,25,Login-0,302,,Thread-Gruppe 1-7,,true,,803,276,8,8,http://localhost:8080/tools.descartes.teastore.webui/loginAction,25,0,0
1776964222471,10,Login-1,200,,Thread-Gruppe 1-7,text,true,,9645,746,8,8,http://localhost:8080/tools.descartes.teastore.webui/,10,0,0
1776964222650,12,Home,200,,Thread-Gruppe 1-2,text,true,,9118,148,8,8,http://localhost:8080/tools.descartes.teastore.webui/,11,0,0
1776964222670,14,List Products with different page,200,,Thread-Gruppe 1-5,text,true,,113207,900,8,8,http://localhost:8080/tools.descartes.teastore.webui/category?category=6&page=1,14,0,0
1776964223803,32,Add Product 2 to Cart,200,,Thread-Gruppe 1-4,text,true,,26583,1987,8,8,http://localhost:8080/tools.descartes.teastore.webui/cart,9,0,0
1776964223803,9,Add Product 2 to Cart-0,302,,Thread-Gruppe 1-4,,true,,1052,992,8,8,http://localhost:8080/tools.descartes.teastore.webui/cartAction,9,0,0
1776964223812,23,Add Product 2 to Cart-1,200,,Thread-Gruppe 1-4,text,true,,25531,995,8,8,http://localhost:8080/tools.descartes.teastore.webui/cart,23,0,0
1776964223863,7,Home,200,,Thread-Gruppe 1-8,text,true,,9118,148,8,8,http://localhost:8080/tools.descartes.teastore.webui/,7,0,1
1776964224174,55,Look at Product,200,,Thread-Gruppe 1-6,text,true,,106817,758,8,8,http://localhost:8080/tools.descartes.teastore.webui/product?id=22,54,0,0
1776964224378,31,Look at Product,200,,Thread-Gruppe 1-1,text,true,,118413,761,8,8,http://localhost:8080/tools.descartes.teastore.webui/product?id=315,31,0,0
1776964224800,26,Logout,200,,Thread-Gruppe 1-3,text,true,,10823,1826,9,9,http://localhost:8080/tools.descartes.teastore.webui/,12,0,0
1776964224800,12,Logout-0,302,,Thread-Gruppe 1-3,,true,,1392,1090,9,9,http://localhost:8080/tools.descartes.teastore.webui/loginAction,12,0,0
1776964224813,13,Logout-1,200,,Thread-Gruppe 1-3,text,true,,9431,736,9,9,http://localhost:8080/tools.descartes.teastore.webui/,13,0,0
1776964224935,24,Login,200,,Thread-Gruppe 1-2,text,true,,10449,1023,9,9,http://localhost:8080/tools.descartes.teastore.webui/,17,0,0
1776964224935,17,Login-0,302,,Thread-Gruppe 1-2,,true,,804,276,9,9,http://localhost:8080/tools.descartes.teastore.webui/loginAction,17,0,0
1776964224952,7,Login-1,200,,Thread-Gruppe 1-2,text,true,,9645,747,9,9,http://localhost:8080/tools.descartes.teastore.webui/,7,0,0
1776964225326,30,List Products,200,,Thread-Gruppe 1-7,text,true,,113185,772,9,9,http://localhost:8080/tools.descartes.teastore.webui/category?category=6&page=1,30,0,0
1776964225544,38,Add Product to Cart,200,,Thread-Gruppe 1-6,text,true,,29797,1737,9,9,http://localhost:8080/tools.descartes.teastore.webui/cart,14,0,0
1776964225544,14,Add Product to Cart-0,302,,Thread-Gruppe 1-6,,true,,931,863,9,9,http://localhost:8080/tools.descartes.teastore.webui/cartAction,14,0,0
1776964225559,23,Add Product to Cart-1,200,,Thread-Gruppe 1-6,text,true,,28866,874,9,9,http://localhost:8080/tools.descartes.teastore.webui/cart,23,0,0
1776964225622,26,Add Product 2 to Cart,200,,Thread-Gruppe 1-5,text,true,,28639,1989,9,9,http://localhost:8080/tools.descartes.teastore.webui/cart,8,0,0
1776964225622,8,Add Product 2 to Cart-0,302,,Thread-Gruppe 1-5,,true,,1053,993,9,9,http://localhost:8080/tools.descartes.teastore.webui/cartAction,8,0,0
1776964225630,18,Add Product 2 to Cart-1,200,,Thread-Gruppe 1-5,text,true,,27586,996,9,9,http://localhost:8080/tools.descartes.teastore.webui/cart,18,0,0
1776964226016,45,Login,200,,Thread-Gruppe 1-8,text,true,,10447,1021,9,9,http://localhost:8080/tools.descartes.teastore.webui/,35,0,0
1776964226016,35,Login-0,302,,Thread-Gruppe 1-8,,true,,802,276,9,9,http://localhost:8080/tools.descartes.teastore.webui/loginAction,35,0,0
1776964226052,9,Login-1,200,,Thread-Gruppe 1-8,text,true,,9645,745,9,9,http://localhost:8080/tools.descartes.teastore.webui/,9,0,0
1776964226447,30,List Products,200,,Thread-Gruppe 1-2,text,true,,98521,773,9,9,http://localhost:8080/tools.descartes.teastore.webui/category?category=2&page=1,29,0,0
1776964226459,33,Add Product to Cart,200,,Thread-Gruppe 1-1,text,true,,28727,1743,9,9,http://localhost:8080/tools.descartes.teastore.webui/cart,13,0,0
1776964226459,13,Add Product to Cart-0,302,,Thread-Gruppe 1-1,,true,,934,866,9,9,http://localhost:8080/tools.descartes.teastore.webui/cartAction,13,0,0
1776964226472,20,Add Product to Cart-1,200,,Thread-Gruppe 1-1,text,true,,27793,877,9,9,http://localhost:8080/tools.descartes.teastore.webui/cart,20,0,0
1776964226636,20,Logout,200,,Thread-Gruppe 1-4,text,true,,10823,1829,9,9,http://localhost:8080/tools.descartes.teastore.webui/,8,0,0
1776964226636,8,Logout-0,302,,Thread-Gruppe 1-4,,true,,1392,1093,9,9,http://localhost:8080/tools.descartes.teastore.webui/loginAction,8,0,0
1776964226645,11,Logout-1,200,,Thread-Gruppe 1-4,text,true,,9431,736,9,9,http://localhost:8080/tools.descartes.teastore.webui/,11,0,0
1776964226792,10,Home,200,,Thread-Gruppe 1-3,text,true,,9118,148,9,9,http://localhost:8080/tools.descartes.teastore.webui/,10,0,0
1776964226833,9,Home,200,,Thread-Gruppe 1-9,text,true,,9118,148,9,9,http://localhost:8080/tools.descartes.teastore.webui/,9,0,1
1776964227164,48,List Products with different page,200,,Thread-Gruppe 1-6,text,true,,102945,896,9,9,http://localhost:8080/tools.descartes.teastore.webui/category?category=2&page=2,47,0,0
1776964227661,38,List Products with different page,200,,Thread-Gruppe 1-1,text,true,,123580,899,10,10,http://localhost:8080/tools.descartes.teastore.webui/category?category=5&page=3,38,0,0
1776964227900,40,Look at Product,200,,Thread-Gruppe 1-7,text,true,,108937,760,10,10,http://localhost:8080/tools.descartes.teastore.webui/product?id=423,39,0,0
1776964228094,20,List Products,200,,Thread-Gruppe 1-8,text,true,,98521,771,10,10,http://localhost:8080/tools.descartes.teastore.webui/category?category=2&page=1,19,0,0
1776964228279,13,Logout,200,,Thread-Gruppe 1-5,text,true,,10823,1830,10,10,http://localhost:8080/tools.descartes.teastore.webui/,5,0,0
1776964228279,5,Logout-0,302,,Thread-Gruppe 1-5,,true,,1392,1094,10,10,http://localhost:8080/tools.descartes.teastore.webui/loginAction,5,0,0
1776964228285,7,Logout-1,200,,Thread-Gruppe 1-5,text,true,,9431,736,10,10,http://localhost:8080/tools.descartes.teastore.webui/,6,0,0
1776964228629,41,Login,200,,Thread-Gruppe 1-3,text,true,,10447,1021,10,10,http://localhost:8080/tools.descartes.teastore.webui/,29,0,0
1776964228629,29,Login-0,302,,Thread-Gruppe 1-3,,true,,802,276,10,10,http://localhost:8080/tools.descartes.teastore.webui/loginAction,29,0,0
1776964228659,11,Login-1,200,,Thread-Gruppe 1-3,text,true,,9645,745,10,10,http://localhost:8080/tools.descartes.teastore.webui/,11,0,0
1776964229047,35,Home,200,,Thread-Gruppe 1-4,text,true,,9118,148,10,10,http://localhost:8080/tools.descartes.teastore.webui/,35,0,0
1776964229037,50,Login,200,,Thread-Gruppe 1-9,text,true,,10449,1023,10,10,http://localhost:8080/tools.descartes.teastore.webui/,39,0,0
1776964229037,39,Login-0,302,,Thread-Gruppe 1-9,,true,,804,276,10,10,http://localhost:8080/tools.descartes.teastore.webui/loginAction,39,0,0
1776964229077,10,Login-1,200,,Thread-Gruppe 1-9,text,true,,9645,747,10,10,http://localhost:8080/tools.descartes.teastore.webui/,10,0,0
1776964229102,34,Add Product to Cart,200,,Thread-Gruppe 1-7,text,true,,29116,1741,10,10,http://localhost:8080/tools.descartes.teastore.webui/cart,7,0,0
1776964229102,7,Add Product to Cart-0,302,,Thread-Gruppe 1-7,,true,,933,865,10,10,http://localhost:8080/tools.descartes.teastore.webui/cartAction,7,0,0
1776964229109,27,Add Product to Cart-1,200,,Thread-Gruppe 1-7,text,true,,28183,876,10,10,http://localhost:8080/tools.descartes.teastore.webui/cart,27,0,0
1776964229467,68,Look at Product,200,,Thread-Gruppe 1-2,text,true,,91261,760,10,10,http://localhost:8080/tools.descartes.teastore.webui/product?id=10,67,0,0
1776964229467,70,Add Product 2 to Cart,200,,Thread-Gruppe 1-6,text,true,,30488,1979,10,10,http://localhost:8080/tools.descartes.teastore.webui/cart,18,0,0
1776964229467,18,Add Product 2 to Cart-0,302,,Thread-Gruppe 1-6,,true,,1048,988,10,10,http://localhost:8080/tools.descartes.teastore.webui/cartAction,18,0,0
1776964229486,51,Add Product 2 to Cart-1,200,,Thread-Gruppe 1-6,text,true,,29440,991,10,10,http://localhost:8080/tools.descartes.teastore.webui/cart,51,0,0
1776964229889,23,Look at Product,200,,Thread-Gruppe 1-8,text,true,,107448,758,10,10,http://localhost:8080/tools.descartes.teastore.webui/product?id=16,23,0,0
1776964230095,9,Home,200,,Thread-Gruppe 1-10,text,true,,9118,148,10,10,http://localhost:8080/tools.descartes.teastore.webui/,9,0,1
1776964230141,21,List Products,200,,Thread-Gruppe 1-9,text,true,,105755,773,10,10,http://localhost:8080/tools.descartes.teastore.webui/category?category=3&page=1,21,0,0
1776964230495,16,List Products with different page,200,,Thread-Gruppe 1-7,text,true,,112409,898,10,10,http://localhost:8080/tools.descartes.teastore.webui/category?category=6&page=3,15,0,0
1776964230472,39,Add Product 2 to Cart,200,,Thread-Gruppe 1-1,text,true,,29431,1987,10,10,http://localhost:8080/tools.descartes.teastore.webui/cart,17,0,0
1776964230472,17,Add Product 2 to Cart-0,302,,Thread-Gruppe 1-1,,true,,1052,992,10,10,http://localhost:8080/tools.descartes.teastore.webui/cartAction,17,0,0
1776964230489,22,Add Product 2 to Cart-1,200,,Thread-Gruppe 1-1,text,true,,28379,995,10,10,http://localhost:8080/tools.descartes.teastore.webui/cart,22,0,0
1776964230658,21,List Products,200,,Thread-Gruppe 1-3,text,true,,124483,771,10,10,http://localhost:8080/tools.descartes.teastore.webui/category?category=5&page=1,20,0,0
1776964231080,19,Logout,200,,Thread-Gruppe 1-6,text,true,,10823,1825,10,10,http://localhost:8080/tools.descartes.teastore.webui/,8,0,0
1776964231080,8,Logout-0,302,,Thread-Gruppe 1-6,,true,,1392,1089,10,10,http://localhost:8080/tools.descartes.teastore.webui/loginAction,8,0,0
1776964231089,10,Logout-1,200,,Thread-Gruppe 1-6,text,true,,9431,736,10,10,http://localhost:8080/tools.descartes.teastore.webui/,10,0,0
1776964231292,15,Home,200,,Thread-Gruppe 1-5,text,true,,9118,148,10,10,http://localhost:8080/tools.descartes.teastore.webui/,15,0,0
1776964231316,25,Login,200,,Thread-Gruppe 1-4,text,true,,10447,1021,10,10,http://localhost:8080/tools.descartes.teastore.webui/,15,0,0
1776964231316,15,Login-0,302,,Thread-Gruppe 1-4,,true,,802,276,10,10,http://localhost:8080/tools.descartes.teastore.webui/loginAction,15,0,0
1776964231332,9,Login-1,200,,Thread-Gruppe 1-4,text,true,,9645,745,10,10,http://localhost:8080/tools.descartes.teastore.webui/,9,0,0
1776964231854,27,Add Product to Cart,200,,Thread-Gruppe 1-2,text,true,,25626,1740,10,10,http://localhost:8080/tools.descartes.teastore.webui/cart,7,0,0
1776964231854,7,Add Product to Cart-0,302,,Thread-Gruppe 1-2,,true,,932,865,10,10,http://localhost:8080/tools.descartes.teastore.webui/cartAction,7,0,0
1776964231861,20,Add Product to Cart-1,200,,Thread-Gruppe 1-2,text,true,,24694,875,10,10,http://localhost:8080/tools.descartes.teastore.webui/cart,20,0,0
1776964231980,37,Look at Product,200,,Thread-Gruppe 1-9,text,true,,89603,761,10,10,http://localhost:8080/tools.descartes.teastore.webui/product?id=121,37,0,0
1776964232037,13,Logout,200,,Thread-Gruppe 1-1,text,true,,10823,1829,10,10,http://localhost:8080/tools.descartes.teastore.webui/,6,0,0
1776964232037,6,Logout-0,302,,Thread-Gruppe 1-1,,true,,1392,1093,10,10,http://localhost:8080/tools.descartes.teastore.webui/loginAction,6,0,0
1776964232044,6,Logout-1,200,,Thread-Gruppe 1-1,text,true,,9431,736,10,10,http://localhost:8080/tools.descartes.teastore.webui/,6,0,0
1776964232296,35,Add Product to Cart,200,,Thread-Gruppe 1-8,text,true,,30640,1694,10,10,http://localhost:8080/tools.descartes.teastore.webui/cart,11,0,0
1776964232296,11,Add Product to Cart-0,302,,Thread-Gruppe 1-8,,true,,930,821,10,10,http://localhost:8080/tools.descartes.teastore.webui/cartAction,11,0,0
1776964232308,23,Add Product to Cart-1,200,,Thread-Gruppe 1-8,text,true,,29710,873,10,10,http://localhost:8080/tools.descartes.teastore.webui/cart,23,0,0
1776964232475,22,Login,200,,Thread-Gruppe 1-5,text,true,,10449,1023,10,10,http://localhost:8080/tools.descartes.teastore.webui/,15,0,0
1776964232475,15,Login-0,302,,Thread-Gruppe 1-5,,true,,804,276,10,10,http://localhost:8080/tools.descartes.teastore.webui/loginAction,15,0,0
1776964232491,6,Login-1,200,,Thread-Gruppe 1-5,text,true,,9645,747,10,10,http://localhost:8080/tools.descartes.teastore.webui/,6,0,0
1776964232586,30,Add Product 2 to Cart,200,,Thread-Gruppe 1-7,text,true,,29806,1985,10,10,http://localhost:8080/tools.descartes.teastore.webui/cart,9,0,0
1776964232586,9,Add Product 2 to Cart-0,302,,Thread-Gruppe 1-7,,true,,1051,991,10,10,http://localhost:8080/tools.descartes.teastore.webui/cartAction,9,0,0
1776964232596,20,Add Product 2 to Cart-1,200,,Thread-Gruppe 1-7,text,true,,28755,994,10,10,http://localhost:8080/tools.descartes.teastore.webui/cart,19,0,0
1776964232719,29,Login,200,,Thread-Gruppe 1-10,text,true,,10449,1024,10,10,http://localhost:8080/tools.descartes.teastore.webui/,21,0,0
1776964232719,21,Login-0,302,,Thread-Gruppe 1-10,,true,,804,277,10,10,http://localhost:8080/tools.descartes.teastore.webui/loginAction,21,0,0
1776964232741,7,Login-1,200,,Thread-Gruppe 1-10,text,true,,9645,747,10,10,http://localhost:8080/tools.descartes.teastore.webui/,6,0,0
1776964232929,31,Look at Product,200,,Thread-Gruppe 1-3,text,true,,114533,759,10,10,http://localhost:8080/tools.descartes.teastore.webui/product?id=326,31,0,0
1776964233583,77,List Products with different page,200,,Thread-Gruppe 1-2,text,true,,98541,897,10,10,http://localhost:8080/tools.descartes.teastore.webui/category?category=2&page=1,74,0,0
1776964234085,20,Home,200,,Thread-Gruppe 1-6,text,true,,9118,148,10,10,http://localhost:8080/tools.descartes.teastore.webui/,20,0,0
1776964234330,22,List Products,200,,Thread-Gruppe 1-4,text,true,,98521,771,10,10,http://localhost:8080/tools.descartes.teastore.webui/category?category=2&page=1,22,0,0
1776964234479,23,List Products,200,,Thread-Gruppe 1-10,text,true,,98521,773,10,10,http://localhost:8080/tools.descartes.teastore.webui/category?category=2&page=1,22,0,0
1776964234583,57,Add Product to Cart,200,,Thread-Gruppe 1-9,text,true,,25391,1743,10,10,http://localhost:8080/tools.descartes.teastore.webui/cart,24,0,0
1776964234583,24,Add Product to Cart-0,302,,Thread-Gruppe 1-9,,true,,934,866,10,10,http://localhost:8080/tools.descartes.teastore.webui/cartAction,24,0,0
1776964234608,32,Add Product to Cart-1,200,,Thread-Gruppe 1-9,text,true,,24457,877,10,10,http://localhost:8080/tools.descartes.teastore.webui/cart,32,0,0
1776964234671,13,List Products,200,,Thread-Gruppe 1-5,text,true,,152087,773,10,10,http://localhost:8080/tools.descartes.teastore.webui/category?category=4&page=1,13,0,0
